timestamp,elapsed_s,producer_started,desired_replicas,ready_replicas,available_replicas,pending_pods,unschedulable_pods,pod_restarts,all_nodes_ready,input_visible,input_inflight,result_visible,result_inflight
2026-08-31T20:26:59.674+00:00,4.567321579001145,0,1,1,1,0,0,0,1,0,0,0,0
2026-08-31T20:27:02.149+00:00,7.042246126999089,1,1,1,1,0,0,0,1,0,1,0,0
2026-08-31T20:27:07.229+00:00,12.122771469999861,1,1,1,1,0,0,0,1,0,0,0,0
2026-08-31T20:27:12.238+00:00,17.13104134000241,1,1,1,1,0,0,0,1,0,0,0,0
2026-08-31T20:27:17.403+00:00,22.29590955399908,1,2,1,1,0,0,0,1,8,1,0,0
2026-08-31T20:27:22.341+00:00,27.23410204100219,1,2,1,1,0,0,0,1,0,0,4,0
2026-08-31T20:27:27.271+00:00,32.1662179010018,1,2,1,1,0,0,0,1,7,1,4,0
2026-08-31T20:27:34.653+00:00,39.54737569899953,1,2,2,2,0,0,0,1,1,2,0,0
2026-08-31T20:27:37.300+00:00,42.19492652900226,1,2,2,2,0,0,0,1,5,1,0,0
2026-08-31T20:27:42.476+00:00,47.370951347998925,1,2,2,2,0,0,0,1,0,1,0,0
2026-08-31T20:27:47.214+00:00,52.10913861800145,1,2,2,2,0,0,0,1,1,2,0,0
2026-08-31T20:27:52.276+00:00,57.17110865699942,1,2,2,2,0,0,0,1,0,1,1,0
2026-08-31T20:27:57.153+00:00,62.049006080000254,1,2,2,2,0,0,0,1,0,2,0,1
2026-08-31T20:28:02.206+00:00,67.1020849710003,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T20:28:11.182+00:00,76.07846729800076,1,2,2,2,0,0,0,1,1,2,0,0
2026-08-31T20:28:13.461+00:00,78.35715369100217,1,2,2,2,0,0,0,1,1,2,0,0
2026-08-31T20:28:18.467+00:00,83.36313435800184,1,1,1,1,0,0,0,1,0,0,0,0
2026-08-31T20:28:24.091+00:00,88.98745088000214,1,1,1,1,0,0,0,1,0,0,0,0
2026-08-31T20:28:28.335+00:00,93.23221729899888,1,1,1,1,0,0,0,1,0,2,0,0
2026-08-31T20:28:33.467+00:00,98.36359252699913,1,1,1,1,0,0,0,1,3,1,0,1
2026-08-31T20:28:38.361+00:00,103.25792253400141,1,1,1,1,0,0,0,1,3,1,0,0
2026-08-31T20:28:45.140+00:00,110.03682519400172,1,1,1,1,0,0,0,1,8,1,0,0
2026-08-31T20:28:48.501+00:00,113.39753809100148,1,1,1,1,0,0,0,1,8,1,0,0
2026-08-31T20:28:53.536+00:00,118.4329997040004,1,1,1,1,0,0,0,1,1,1,0,1
2026-08-31T20:28:58.928+00:00,123.82678739000039,1,1,1,1,0,0,0,1,7,1,0,0
2026-08-31T20:29:03.383+00:00,128.28099504499914,1,1,1,1,0,0,0,1,0,1,1,1
2026-08-31T20:29:08.405+00:00,133.3036666959997,1,1,1,1,0,0,0,1,3,1,0,0
2026-08-31T20:29:13.834+00:00,138.7320732469998,1,1,1,1,0,0,0,1,6,1,0,0
2026-08-31T20:29:20.067+00:00,144.9649496839993,1,1,1,1,0,0,0,1,3,1,2,0
2026-08-31T20:29:23.316+00:00,148.2143022980017,1,1,1,1,0,0,0,1,3,1,1,0
2026-08-31T20:29:28.801+00:00,153.70031365500108,1,1,1,1,0,0,0,1,7,1,0,1
2026-08-31T20:29:33.405+00:00,158.30479346100037,1,1,1,1,0,0,0,1,5,1,0,1
2026-08-31T20:29:38.360+00:00,163.26001194100172,1,1,1,1,0,0,0,1,8,1,0,0
2026-08-31T20:29:43.329+00:00,168.228814307,1,1,1,1,0,0,0,1,4,1,1,1
2026-08-31T20:29:48.857+00:00,173.75637819099938,1,1,1,1,0,0,0,1,5,1,0,0
2026-08-31T20:29:54.992+00:00,179.89284522399976,1,1,1,1,0,0,0,1,7,1,0,0
2026-08-31T20:29:58.563+00:00,183.46411485000135,1,1,1,1,0,0,0,1,3,1,0,0
2026-08-31T20:30:03.411+00:00,188.3124502230021,1,2,2,2,0,0,0,1,7,1,1,0
2026-08-31T20:30:08.522+00:00,193.4228462960018,1,2,2,2,0,0,0,1,2,1,0,1
2026-08-31T20:30:13.281+00:00,198.18172832500204,1,2,2,2,0,0,0,1,0,0,1,0
2026-08-31T20:30:18.294+00:00,203.1947148170002,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T20:30:23.739+00:00,208.6401691780011,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T20:30:30.023+00:00,214.92509294699994,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T20:30:33.314+00:00,218.2156757720004,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T20:30:38.331+00:00,223.23266615399916,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T20:30:43.356+00:00,228.2582562810021,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T20:30:48.362+00:00,233.26361440999972,1,2,2,2,0,0,0,1,0,0,0,1
2026-08-31T20:30:53.356+00:00,238.2580348219999,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T20:30:58.750+00:00,243.65335634499934,1,2,2,2,0,0,0,1,0,0,0,0
