job_id,trace_offset_s,producer_sent_at,schedule_lag_s,api_seconds,sqs_message_id
000000,0.101285,2026-08-31T20:10:06.786+00:00,0.0014173519994074013,0.1447318059981626,c86d21b9-7cc3-4328-8c51-7a31dfaa8e26
000001,1.263716,2026-08-31T20:10:07.949+00:00,0.0013617219992738683,0.14405810999960522,f523d6d2-ca66-4bea-8f02-a648a05704e4
000002,1.469466,2026-08-31T20:10:08.153+00:00,0.000404555001296103,0.683830570000282,bb53b707-73ac-4143-9024-ea0840d87b1e
000003,2.2254,2026-08-31T20:10:08.910+00:00,0.0009614470000087749,0.15660452900192467,8591e939-52b8-472e-af25-024157f9d594
000004,2.442888,2026-08-31T20:10:09.127+00:00,0.0004583269983413629,0.1468425359998946,1383314e-3912-4b99-88ed-c92c3df46a3a
000005,3.433393,2026-08-31T20:10:10.118+00:00,0.0011477270018076524,0.1447241049972945,8af925ff-786f-4e25-ac56-e8e913655334
000006,4.079895,2026-08-31T20:10:10.764+00:00,0.0008343420013261493,0.14736102800088702,5e1ac9ff-29de-46ba-b648-42fb99a03228
000007,4.118895,2026-08-31T20:10:10.803+00:00,0.0006483399993157946,0.14138272000127472,90cc9adc-056e-4762-b6b6-39517e2673a5
000008,6.117443,2026-08-31T20:10:12.803+00:00,0.002209770002082223,0.14204857999720844,fa0084e6-e6fc-428c-985b-fcc4ac8d2538
000009,7.274439,2026-08-31T20:10:13.959+00:00,0.001355709999188548,0.1413974960014457,edbbb082-1cf5-47f6-9329-6c8da1db2ac7
000010,7.598325,2026-08-31T20:10:14.283+00:00,0.0007575910021841992,0.1408228269974643,f5e5f269-fb27-4c60-8735-7a88e423221f
000011,8.077727,2026-08-31T20:10:14.762+00:00,0.0007723970011284109,0.14646727799845394,ec30f58d-004d-4945-9488-c06f612bea20
000012,8.877486,2026-08-31T20:10:15.562+00:00,0.00101154799995129,0.14296848599769874,d36e4ade-7dba-4baf-98ee-10ad72c8f4e0
000013,9.734997,2026-08-31T20:10:16.420+00:00,0.0010715110001910944,0.14399032300207182,1c19ed9d-e8cb-468d-95c1-2c2a30ad9a3a
000014,10.886524,2026-08-31T20:10:17.571+00:00,0.0013456569977279287,0.14484184500179254,356b8d11-9466-4287-aa78-32e78000193e
000015,13.038624,2026-08-31T20:10:19.724+00:00,0.002316879999852972,0.14728782399834017,7225afa6-9f74-46c9-9f80-ff35d1fdd0d6
000016,14.72561,2026-08-31T20:10:21.410+00:00,0.000944788997003343,0.14850318300159415,517d083c-dd67-4cc0-99f1-97896bcdc0a9
000017,14.904791,2026-08-31T20:10:21.589+00:00,0.0003776439989451319,0.14868112000112887,2c9c72f2-b571-44a3-8830-1f01a59db85d
000018,14.917364,2026-08-31T20:10:21.601+00:00,0.00023278499793377705,0.14943611900162068,3b780577-79cf-4b3d-8cb5-df3a07914f2c
000019,15.123034,2026-08-31T20:10:21.807+00:00,0.00038056899938965216,0.15523615699930815,2a9fc5a5-550c-481f-b71a-11efd0f2640f
000020,15.272757,2026-08-31T20:10:21.957+00:00,0.0003215239994460717,0.14782481400106917,cfa3f4cf-382b-453e-9997-9622a6592854
000021,16.17292,2026-08-31T20:10:22.857+00:00,0.0007177150000643451,0.14605951299745357,cb41fc3b-10e3-4c73-a0c5-f1064b8455b4
000022,17.094625,2026-08-31T20:10:23.780+00:00,0.001451723997888621,0.1464423520010314,5dfd4e3f-ea95-4505-a30d-2cab38cdc242
000023,19.452455,2026-08-31T20:10:26.138+00:00,0.002550500001234468,0.150259403999371,cc19e125-8c28-47c7-a37f-69096a7563d9
000024,20.668168,2026-08-31T20:10:27.351+00:00,0.0004265610004949849,0.15010864199939533,854de7d0-13f4-41b7-b47d-c9a31cda5512
000025,21.606062,2026-08-31T20:10:28.290+00:00,0.0011289550020592287,0.1459245119986008,80e3b5d9-2ca6-43a3-9af5-d730200256d4
000026,24.570302,2026-08-31T20:10:31.253+00:00,0.00019800099835265428,0.1465475430013612,32e6e77a-a349-4616-8a59-0a852af61154
000027,25.416935,2026-08-31T20:10:32.100+00:00,0.0010004680007114075,0.1448139119966072,d5d443c8-7623-406e-bdb9-5e7da8311493
000028,25.717778,2026-08-31T20:10:32.401+00:00,0.0004830590005440172,0.14532922700163908,f313ab8d-0b4d-4a21-85d5-5f6421fd87c7
000029,26.711452,2026-08-31T20:10:33.395+00:00,0.001208254001539899,0.14636860599784995,4ecfc95b-79f9-4513-ba4f-45680c2487c8
000030,27.791253,2026-08-31T20:10:34.475+00:00,0.001307505001022946,0.14953478800089215,b5c35b74-7f22-4962-a310-62256322a634
000031,28.024895,2026-08-31T20:10:34.708+00:00,0.00048730100024840795,0.14512703999935184,a30c17a4-c477-4ea9-baa9-9bb35e9193b7
000032,28.20188,2026-08-31T20:10:34.885+00:00,0.00042493100045248866,0.14551564700013842,9597dd58-ebac-45d1-91d4-81dcbe1b123c
000033,28.329896,2026-08-31T20:10:35.013+00:00,0.00032063800244941376,0.14512629899763851,7d05da59-afa3-41d0-831b-4943cd7d6c6f
000034,28.376718,2026-08-31T20:10:35.059+00:00,0.0002321680003660731,0.14652461700097774,ba4b6af1-816c-45a8-82cf-3d1db595b61d
000035,29.196322,2026-08-31T20:10:35.880+00:00,0.0010455500014359131,0.14530347699837876,f0a0a0f5-e8f5-4d73-acac-4957046549e5
000036,32.883668,2026-08-31T20:10:39.569+00:00,0.0028250100003788248,0.1482621579998522,a0dbe17c-8918-4250-998c-0356826650c3
000037,33.902916,2026-08-31T20:10:40.587+00:00,0.001217408000229625,0.14747082000030787,8e35a3cb-367e-41d0-a324-90bb04b86419
000038,34.446553,2026-08-31T20:10:41.130+00:00,0.0007285459978447761,0.17488467099974514,9052fddb-eee8-4daa-a6d3-4127dfb95086
000039,35.943621,2026-08-31T20:10:42.628+00:00,0.0016843110024638008,0.14555840200046077,3b68a652-b38e-4c79-97fa-26a778201666
000040,36.265507,2026-08-31T20:10:42.949+00:00,0.0004960350015608128,0.1488759059975564,cf1388d3-b194-4f53-8912-27cfa8d54328
000041,36.557106,2026-08-31T20:10:43.240+00:00,0.0004871480014116969,0.14298778800002765,4edf6b96-6f41-4b49-875f-ea715b67d73d
000042,36.562032,2026-08-31T20:10:43.245+00:00,0.00015279699800885282,0.6837405200021749,434aba56-4c90-49ad-886b-e24406019259
000043,36.67901,2026-08-31T20:10:43.362+00:00,0.0005251440015854314,0.6438630129996454,bfcfffc4-bce7-44b2-81af-5a2bf5d6d245
000044,37.386446,2026-08-31T20:10:44.070+00:00,0.0008900120010366663,0.18086019099791883,50e5b415-42ef-4cde-9e93-50548d3dbd1b
000045,37.725698,2026-08-31T20:10:44.409+00:00,0.0005504690016095992,0.14321693799865898,4c2a6859-e664-43ce-8dc9-e5de226bfa48
000046,39.885652,2026-08-31T20:10:46.569+00:00,0.0008864640003594104,0.16696632499952102,396a9cd4-f661-441c-907f-a3b96d7a9357
000047,39.892126,2026-08-31T20:10:46.575+00:00,0.0003869640022458043,0.1546924840004067,15505742-f01f-44b2-a20a-924dbc10b332
000048,41.165035,2026-08-31T20:10:47.849+00:00,0.0014912679980625398,0.15098568100074772,301442d6-57c4-4511-b0e1-d4a761bb9aaa
000049,42.212622,2026-08-31T20:10:48.896+00:00,0.0012234210007591173,0.14235326500056544,0e8df23b-38ea-4759-b052-987f383be26c
000050,42.824468,2026-08-31T20:10:49.508+00:00,0.0007599400014441926,0.1475219339990872,8ac340c5-7bcb-411e-9209-e357dc5f9488
000051,43.428851,2026-08-31T20:10:50.112+00:00,0.0007768680006847717,0.14321448899863753,ee3c985d-62b6-4cb6-b8e1-d37200e6e53e
000052,44.06675,2026-08-31T20:10:50.750+00:00,0.0008307479984068777,0.14282872100011446,41a59a1a-16c6-4a9a-b5f5-ab17c368d8de
000053,44.111303,2026-08-31T20:10:50.794+00:00,0.00021910099894739687,0.14394298999832245,3873cf72-0abf-4ead-9843-2f7c534c31da
000054,44.423262,2026-08-31T20:10:51.106+00:00,0.0005353640008252114,0.1528546980007377,d7c28ddd-d776-434e-9f1d-c03451f73782
000055,46.45886,2026-08-31T20:10:53.144+00:00,0.0021708660024160054,0.14363818600031664,4f6c6b52-356e-43b7-840f-22aed62b8b76
000056,46.899219,2026-08-31T20:10:53.582+00:00,0.0006017689993313979,0.14856288400187623,cc542cae-23c6-409c-a444-0ac0a577ce6a
000057,46.973716,2026-08-31T20:10:53.657+00:00,0.00029223599995020777,0.15002010600073845,51177699-aaf2-4130-a09b-f24ecf5e6c47
000058,47.344732,2026-08-31T20:10:54.028+00:00,0.0005988109987811185,0.1470054050005274,1a238650-2473-47c6-89cf-d7502b00d836
000059,47.398349,2026-08-31T20:10:54.081+00:00,0.00020244299957994372,0.1451280620021862,a09e86b7-3e63-4770-a2ee-ad894b3b2948
