job_id,trace_offset_s,producer_sent_at,schedule_lag_s,api_seconds,sqs_message_id
000000,0.543905,2026-08-31T18:30:40.941+00:00,0.001897682999697281,0.14587240100081544,67ea7334-bba3-456b-9e5e-5a23e348ed06
000001,0.679285,2026-08-31T18:30:41.075+00:00,0.0004626320005627349,0.6893131409997295,e9075536-2e59-4bd0-8e32-5c25f8a61643
000002,2.779039,2026-08-31T18:30:43.174+00:00,0.00043150999772478826,0.14758000499932677,3a0a36a8-d87d-4613-8e74-1597b56eb6f6
000003,4.389484,2026-08-31T18:30:44.786+00:00,0.0017624079991946928,0.14387740500023938,ebcc868e-261e-47b6-b578-4a857c4cc29f
000004,4.782918,2026-08-31T18:30:45.178+00:00,0.0005815269978484139,0.14514843099823338,81dba483-7850-47e7-b3a8-b8f41adf36a1
000005,5.463587,2026-08-31T18:30:45.859+00:00,0.000826390998554416,0.1488767650007503,24a9d81e-a098-4b1d-93f9-c71804c6544b
000006,5.614502,2026-08-31T18:30:46.010+00:00,0.0002790099970297888,0.14692786800151225,1a4c31d2-e2d8-4299-acd8-46646d43dc0d
000007,5.771151,2026-08-31T18:30:46.166+00:00,0.000353390998498071,0.14477417299713125,f13a1780-0ecb-4b62-bbf5-578ba9fe3c00
000008,5.983908,2026-08-31T18:30:46.379+00:00,0.0004022549983346835,0.14435607999985223,911dafea-7f68-4687-86ae-db11bf35f3e0
000009,6.720801,2026-08-31T18:30:47.117+00:00,0.0009079800001927651,0.1478469049980049,4fb183ef-dcad-4ac8-a328-622b8ef11350
000010,6.870011,2026-08-31T18:30:47.265+00:00,0.0003492520008876454,0.14662780599974212,18d3a0eb-eae3-408a-9e6c-7b056178bae3
000011,9.085085,2026-08-31T18:30:49.482+00:00,0.002413894999335753,0.15145167100126855,41f1fe53-1ef6-4b29-aef7-766b24f8e1f8
000012,9.130681,2026-08-31T18:30:49.526+00:00,0.00021313300021574832,0.14459492799869622,d413a1f5-c222-462b-9646-ffd5dda55461
000013,9.264923,2026-08-31T18:30:49.660+00:00,0.00027798999872175045,0.1655063149992202,58320e25-1f4c-4a6d-903e-8df77d2b9a41
000014,9.323087,2026-08-31T18:30:49.718+00:00,0.000210366997634992,0.14866675200028112,e1ccc4da-4e72-46cb-a3d7-5bf608c4f3dd
000015,10.241341,2026-08-31T18:30:50.637+00:00,0.0010923809968517162,0.14406965500165825,d262f088-6cb8-4e78-8520-ad2293b45009
000016,10.526665,2026-08-31T18:30:50.922+00:00,0.0004887489958491642,0.1440682230022503,0c701f1a-d4e5-49eb-8e53-0c5a44dbce87
000017,10.925451,2026-08-31T18:30:51.321+00:00,0.0005953500003670342,0.14347457999974722,90f73f68-d51f-46ba-a8f8-814f9da87183
000018,11.172055,2026-08-31T18:30:51.567+00:00,0.00039974199899006635,0.14178348900168203,99f306d6-0d51-49e8-a542-8346911f4873
000019,11.806136,2026-08-31T18:30:52.202+00:00,0.000856473998283036,0.144118600001093,57c1f2d9-29cb-4d8f-8c18-88292c2d6cda
000020,12.129472,2026-08-31T18:30:52.525+00:00,0.000492831997689791,0.14355543299825513,1dee9efc-5b29-4303-b7e2-70f358f191e3
000021,12.275429,2026-08-31T18:30:52.670+00:00,0.0002471549960318953,0.14670046100218315,83b39f23-588c-4473-b538-121cdc0b0f9f
000022,12.626923,2026-08-31T18:30:53.022+00:00,0.000539955999556696,0.15021816299849888,4097cd8a-0565-48ce-85d2-4ea95122612e
000023,12.853687,2026-08-31T18:30:53.249+00:00,0.0004182919983577449,0.1590320530012832,e9a1ecfa-0b8f-4c94-8a68-b5651c786c31
000024,12.927082,2026-08-31T18:30:53.322+00:00,0.0002853539990610443,0.1504194049994112,a451619e-0dc1-4934-a8bc-6f24a8b06ca1
000025,14.010719,2026-08-31T18:30:54.407+00:00,0.001259623997611925,0.1492962449992774,1fdec7bf-e760-4345-9147-32a185147983
000026,14.723153,2026-08-31T18:30:55.117+00:00,0.00031158699857769534,0.16113048999977764,c403be8a-e10e-4881-bb46-965dab8dbfaa
000027,15.406278,2026-08-31T18:30:55.801+00:00,0.000912831997993635,0.1487315190024674,ed11d6fe-d687-4ef0-a9b6-2bd8675d7bcb
000028,16.744317,2026-08-31T18:30:57.139+00:00,0.0015258579987857956,0.14860826099902624,c93a6e43-6e76-460e-b7ff-aafcfabee4d1
000029,17.058028,2026-08-31T18:30:57.452+00:00,0.0004982719983672723,0.14559138800177607,8dfb6cc7-7c0d-4d12-8418-3ae0d66f04f9
000030,17.356073,2026-08-31T18:30:57.750+00:00,0.00047260199789889157,0.14500155200221343,b5e926d1-9029-4e11-b039-3b36cfa312bb
000031,17.699733,2026-08-31T18:30:58.094+00:00,0.0004904719971818849,0.14368898199973046,8594d92f-97c7-4cfd-8459-ab5404558a9e
000032,18.023761,2026-08-31T18:30:58.418+00:00,0.0004821739967155736,0.1479517379993922,0370989f-4dd3-43ca-a279-3888cc507b5c
000033,18.714662,2026-08-31T18:30:59.109+00:00,0.0008548219993826933,0.15487820699854637,d864581d-1431-4508-bc94-fd4dc3b6a2ba
000034,18.71875,2026-08-31T18:30:59.113+00:00,0.00013311599832377397,0.15221521900093649,b44be6e8-d699-4c6a-bce6-69a313ea17fe
000035,19.108636,2026-08-31T18:30:59.503+00:00,0.0008292469974549022,0.14750694599933922,2e53a552-774b-4095-8e5c-07c75ba2f21a
000036,19.587322,2026-08-31T18:30:59.982+00:00,0.0006336749975162093,0.1498312910007371,e96f994c-2b56-42eb-976a-14e37002cbfb
000037,19.852263,2026-08-31T18:31:00.246+00:00,0.0004358039986982476,0.14709446399865556,869bab1d-d3a4-4df1-a3a3-e415155ff1e7
000038,19.866081,2026-08-31T18:31:00.260+00:00,0.0002030729992839042,0.1453338459978113,bacb6176-baae-473e-8cb3-b85fae6ddcf4
000039,20.628211,2026-08-31T18:31:01.023+00:00,0.0009337929986941162,0.14340315099980216,ea150a72-21df-4948-9824-458434dfc4a2
000040,20.634142,2026-08-31T18:31:01.028+00:00,0.00016427099762950093,0.1476954019999539,c32fb217-1eda-4193-9677-fe42a771e689
000041,21.153551,2026-08-31T18:31:01.548+00:00,0.000716005997674074,0.1781062190020748,9012be0b-9ea2-4166-8d7f-1a3542ed6762
000042,21.257606,2026-08-31T18:31:01.651+00:00,0.00025997799821197987,0.6771251320024021,03d1da81-1c2e-4950-912c-cb01660ea718
000043,21.279602,2026-08-31T18:31:01.674+00:00,0.0004208450009173248,0.6610902350003016,804295d0-68c5-4c6e-9d19-d84212bc5d68
000044,21.404276,2026-08-31T18:31:01.798+00:00,0.00024659899645484984,0.14954008499989868,fe6281a8-d0b9-4c46-9a30-8597494d6829
000045,21.446776,2026-08-31T18:31:01.841+00:00,0.0005144419992575422,0.15952474999721744,50c602c4-3e5c-479d-88ff-982f53b1651f
000046,21.548909,2026-08-31T18:31:01.943+00:00,0.0004153399968345184,0.6893354130006628,4c9d6e7d-cd85-4821-a712-d52b743564ee
000047,22.270635,2026-08-31T18:31:02.665+00:00,0.0008992169969133101,0.1598683140000503,0bd8e783-1a81-4efa-8018-bb59a2bf02db
000048,23.084991,2026-08-31T18:31:03.480+00:00,0.000983026999165304,0.14586189900001045,63426dd3-1be6-4b89-9208-aec905b50f38
000049,23.366646,2026-08-31T18:31:03.761+00:00,0.00041926199992303737,0.1447293119999813,a16e1538-b334-4098-92ad-3a159e631613
000050,24.027065,2026-08-31T18:31:04.422+00:00,0.00081460799992783,0.14554015500107198,f477b22b-801e-48d1-9378-8aae3794601b
000051,24.429948,2026-08-31T18:31:04.824+00:00,0.000565814996662084,0.1449204450000252,33a1cd63-abbc-443f-bea1-14d8a4c7d831
000052,24.861232,2026-08-31T18:31:05.255+00:00,0.0005656479988829233,0.1485305159985728,eb8feda0-da18-4c80-9a80-c793b43e2fcd
000053,26.165404,2026-08-31T18:31:06.560+00:00,0.0014635160005127545,0.1602616299969668,fe93e606-7c52-41be-8bf1-0400665c323a
000054,26.398492,2026-08-31T18:31:06.793+00:00,0.0004619779974746052,0.14591196000037598,ee1d9113-605d-41bd-bf23-1cad306a9292
000055,27.673584,2026-08-31T18:31:08.069+00:00,0.0014420149964280427,0.14762189900284284,80ccac31-5095-4446-99b9-b17201939df0
000056,28.407756,2026-08-31T18:31:08.802+00:00,0.0009128869969572406,0.14773021200016956,305fb91e-7a7c-4967-a4ba-e63c557c1dc3
000057,29.12669,2026-08-31T18:31:09.521+00:00,0.0008039859967539087,0.1458168140015914,a06116f8-9039-4d8c-8e23-5772b1ee00dd
000058,29.130418,2026-08-31T18:31:09.524+00:00,0.00016337999841198325,0.14437425999858533,479bc654-16e2-420d-8c32-053a44e9d7a7
000059,29.185297,2026-08-31T18:31:09.579+00:00,0.00027964999753749,0.15726342100242618,408826ab-bf83-48b1-8f76-f19c725e7585
000060,29.205619,2026-08-31T18:31:09.599+00:00,0.0002310109994141385,0.1476326509982755,31b242ad-8e7d-4442-b92b-3461b741795d
000061,29.4708,2026-08-31T18:31:09.865+00:00,0.00046492899855365977,0.14558053400105564,3d0a657d-56a1-488e-a44a-13440828e50c
000062,31.296172,2026-08-31T18:31:11.692+00:00,0.002020808999077417,0.1473446400013927,c75bc15c-9909-406b-b0ef-9554f90ca43e
