metric,common_seeds,geometric_mean_ratio_of_ratios,median_ratio_of_ratios,ci95_low,ci95_high,minimum,maximum
latency_ms_p95,8,1.2857230611082089,1.6969661159687421,0.7094818852815205,2.210607354035316,0.32929444430054494,3.1081982680311833
ready_pod_seconds,8,1.372543951026039,1.3881432632378916,1.1580626292212535,1.6178886968917998,0.9109452495185082,1.96674902236546
max_backlog,8,1.2003132277790998,1.404953560371517,0.5649855886352146,2.46568021421246,0.25396825396825395,6.830769230769231
