pattern,metric,pairs,geometric_mean_ratio,median_ratio,ci95_low,ci95_high,precision_within_10_percent
mmpp,latency_ms_p95,8,2.6588858579209202,2.4474121246989595,1.557782814294435,4.728125063696225,False
mmpp,ready_pod_seconds,8,0.7007970267726741,0.7244614225489827,0.5813856958300643,0.8232313723158109,False
poisson,latency_ms_p95,9,2.0333809504456606,2.681165048543688,1.4359332659315616,2.810422581807507,False
poisson,ready_pod_seconds,9,0.521604856022836,0.5167616511704677,0.4861341246507439,0.5604732693052157,True
