pattern,metric,keda_first,count,median,mean
mmpp,latency_ms_p95,False,3,8.333592560189235,7.024247864587068
mmpp,latency_ms_p95,True,5,1.3265248866085435,1.6798426828408721
mmpp,ready_pod_seconds,False,3,0.6268067809177453,0.7293773476609088
mmpp,ready_pod_seconds,True,5,0.7795185115621305,0.7185432950678863
poisson,latency_ms_p95,False,5,3.075290051839052,2.7194198921024397
poisson,latency_ms_p95,True,4,1.5466675983313847,1.7458387897218925
poisson,ready_pod_seconds,False,5,0.5167616511704677,0.526500837558504
poisson,ready_pod_seconds,True,4,0.5182151394250472,0.5227559975676277
