timestamp,elapsed_s,producer_started,desired_replicas,ready_replicas,available_replicas,pending_pods,unschedulable_pods,pod_restarts,all_nodes_ready,input_visible,input_inflight,result_visible,result_inflight
2026-08-31T19:15:59.907+00:00,4.180811367001297,0,1,1,1,0,0,0,1,0,0,0,0
2026-08-31T19:16:02.818+00:00,7.0918967299985525,1,1,1,1,0,0,0,1,0,0,0,0
2026-08-31T19:16:07.759+00:00,12.033443050000642,1,1,1,1,0,0,0,1,0,0,0,0
2026-08-31T19:16:12.748+00:00,17.021849602999282,1,1,1,1,0,0,0,1,0,0,0,0
2026-08-31T19:16:17.838+00:00,22.111558084001445,1,1,1,1,0,0,0,1,0,0,0,0
2026-08-31T19:16:22.881+00:00,27.154606013999,1,2,1,1,0,0,0,1,3,1,0,0
2026-08-31T19:16:27.969+00:00,32.244181458998355,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T19:16:34.324+00:00,38.5985643669992,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T19:16:37.822+00:00,42.09637623800154,1,2,2,2,0,0,0,1,0,0,0,1
2026-08-31T19:16:42.751+00:00,47.02527082099914,1,2,2,2,0,0,0,1,0,1,0,0
2026-08-31T19:16:47.838+00:00,52.112815267999395,1,2,2,2,0,0,0,1,0,1,0,0
2026-08-31T19:16:52.983+00:00,57.25798254300025,1,4,2,2,0,0,0,1,0,2,0,1
2026-08-31T19:16:57.977+00:00,62.25295490999997,1,4,2,2,0,0,0,1,0,0,0,0
2026-08-31T19:17:02.936+00:00,67.21252993999951,1,4,2,2,0,0,0,1,0,0,0,0
2026-08-31T19:17:09.485+00:00,73.76166824900065,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:17:12.884+00:00,77.15989474600065,1,4,4,4,0,0,0,1,0,1,1,2
2026-08-31T19:17:18.064+00:00,82.34067711500029,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:17:25.659+00:00,89.9365817120015,1,4,4,4,0,0,0,1,0,0,0,1
2026-08-31T19:17:29.155+00:00,93.43276476699975,1,4,4,4,0,0,0,1,0,0,0,1
2026-08-31T19:17:36.209+00:00,100.48678061900137,1,4,4,4,0,0,0,1,0,2,0,0
2026-08-31T19:17:39.379+00:00,103.65661044399894,1,4,4,4,0,0,0,1,0,0,1,2
2026-08-31T19:17:45.311+00:00,109.58918363400153,1,4,4,4,0,0,0,1,1,4,2,0
2026-08-31T19:17:48.504+00:00,112.78176599699873,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:17:53.498+00:00,117.7758390880008,1,4,4,4,0,0,0,1,0,1,0,0
2026-08-31T19:17:58.466+00:00,122.74542327100062,1,4,4,4,0,0,0,1,0,1,0,0
2026-08-31T19:18:04.032+00:00,128.3111863339982,1,4,4,4,0,0,0,1,0,2,0,0
2026-08-31T19:18:08.494+00:00,132.77322561799883,1,4,4,4,0,0,0,1,0,1,0,1
2026-08-31T19:18:13.518+00:00,137.79715359200054,1,4,4,4,0,0,0,1,0,1,0,1
2026-08-31T19:18:20.127+00:00,144.40604934500152,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:18:23.979+00:00,148.25876463099848,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:18:28.495+00:00,152.77713759700055,1,4,4,4,0,0,0,1,0,1,0,0
2026-08-31T19:18:33.510+00:00,157.79183691700018,1,4,4,4,0,0,0,1,0,1,2,0
2026-08-31T19:18:38.423+00:00,162.7046397970007,1,4,4,4,0,0,0,1,0,1,1,1
2026-08-31T19:18:43.507+00:00,167.7893184179993,1,4,4,4,0,0,0,1,0,0,1,1
2026-08-31T19:18:48.535+00:00,172.81661688500026,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:18:55.145+00:00,179.4276748250013,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:18:58.471+00:00,182.7538147589985,1,4,4,4,0,0,0,1,0,0,0,1
2026-08-31T19:19:03.463+00:00,187.74611088800157,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:19:08.437+00:00,192.71987053599878,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:19:13.538+00:00,197.8208493279999,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:19:18.480+00:00,202.76324197299982,1,4,4,4,0,0,0,1,0,1,0,0
2026-08-31T19:19:23.435+00:00,207.71834866200152,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:19:30.164+00:00,214.44844415400075,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:19:33.941+00:00,218.2259539580009,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:19:38.897+00:00,223.1815171140006,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:19:44.171+00:00,228.4555975209987,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:19:48.636+00:00,232.92065200800062,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:19:53.779+00:00,238.06404880799892,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:19:58.595+00:00,242.8815696649981,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:20:05.458+00:00,249.7443520779998,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:20:08.572+00:00,252.858750591,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:20:13.666+00:00,257.95252169000014,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:20:19.022+00:00,263.30803539000044,1,4,4,4,0,0,0,1,0,0,0,0
2026-08-31T19:20:23.525+00:00,267.81110801699833,1,3,4,3,0,0,0,1,0,0,0,0
2026-08-31T19:20:28.572+00:00,272.86053798300054,1,3,4,3,0,0,0,1,0,0,0,0
2026-08-31T19:20:33.467+00:00,277.7550543030011,1,3,3,3,0,0,0,1,0,0,0,0
2026-08-31T19:20:40.071+00:00,284.3588252160007,1,3,3,3,0,0,0,1,0,0,0,0
2026-08-31T19:20:43.501+00:00,287.78875820900066,1,3,3,3,0,0,0,1,0,0,0,0
2026-08-31T19:20:48.562+00:00,292.84991339299813,1,3,3,3,0,0,0,1,0,0,0,0
2026-08-31T19:20:53.476+00:00,297.76410296700124,1,3,3,3,0,0,0,1,0,0,0,0
2026-08-31T19:20:58.646+00:00,302.9355919849986,1,3,3,3,0,0,0,1,0,0,0,0
2026-08-31T19:21:03.667+00:00,307.956503292,1,3,3,3,0,0,0,1,0,0,0,0
2026-08-31T19:21:08.711+00:00,313.0005722269998,1,2,3,2,0,0,0,1,0,0,0,0
2026-08-31T19:21:15.058+00:00,319.3471712749997,1,2,2,2,0,0,0,1,0,0,0,0
2026-08-31T19:21:18.372+00:00,322.6613210459982,1,2,2,2,0,0,0,1,0,0,0,0
